"","Date","Time","Day","Station","Code","Min Delay","Min Gap","Bound","Line","Vehicle","OID_","line","line_1","POINT_X","POINT_Y","CODE.DESCRIPTION"
"4537",2024-03-07,"16:35","Thursday","Coxwell","PUMEL",0,0,NA,"BD",0,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Escalator/Elevator Incident"
"4538",2024-03-07,"16:41","Thursday","Glencairn","EUDO",3,6,"S","YU",6076,40,"Yonge-University",1,-79.441396375,43.70949463,"Door Problems - Faulty Equipment"
"4539",2024-03-07,"16:42","Thursday","Keele","MUDD",5,7,"E","BD",5042,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Door Problems - Debris Related"
"4540",2024-03-07,"16:44","Thursday","Warden","MUPAA",0,0,"W","BD",5371,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Passenger Assistance Alarm Activated - No Trouble Found"
"4541",2024-03-07,"17:36","Thursday","Bloor","MUPAA",3,6,"N","YU",5406,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Assistance Alarm Activated - No Trouble Found"
"4542",2024-03-07,"17:51","Thursday","Yorkdale","SUROB",0,0,"S","YU",0,38,"Yonge-University",1,-79.447865439,43.725026597,"Robbery"
"4543",2024-03-07,"17:54","Thursday","Lawrence","MUPAA",4,7,"S","YU",5466,60,"Yonge-University",1,-79.402403683,43.725028561,"Passenger Assistance Alarm Activated - No Trouble Found"
"4544",2024-03-07,"18:19","Thursday","Spadina","SUO",15,18,"N","YU",5901,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Other"
"4545",2024-03-07,"18:21","Thursday","Spadina","SUO",12,15,"E","BD",5029,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Other"
"4546",2024-03-07,"18:24","Thursday","Union","SUO",23,26,"S","YU",5591,49,"Yonge-University",1,-79.380694393,43.64566489,"Passenger Other"
"4547",2024-03-07,"18:36","Thursday","St George","SUO",0,0,"N","YU",0,15,"Yonge-University",1,-79.397849346,43.668584618,"Passenger Other"
"4548",2024-03-07,"19:06","Thursday","Victoria Park","MUIRS",0,0,NA,"BD",0,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4549",2024-03-07,"19:07","Thursday","Bloor","MUIS",10,13,"S","YU",6071,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Transported"
"4550",2024-03-07,"19:31","Thursday","Pape","PUMEL",0,0,NA,"BD",0,22,"Bloor-Danforth",2,-79.345169803,43.679744803,"Escalator/Elevator Incident"
"4551",2024-03-07,"20:13","Thursday","Yonge","SUO",0,0,"E","BD",5255,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Other"
"4552",2024-03-07,"20:18","Thursday","Islington","PUMEL",0,0,NA,"BD",0,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Escalator/Elevator Incident"
"4553",2024-03-07,"20:28","Thursday","Bathurst","SUUT",22,27,"W","BD",5306,13,"Bloor-Danforth",2,-79.411490357,43.665725238,"Unauthorized at Track Level"
"4554",2024-03-07,"20:31","Thursday","Bathurst","MUPAA",0,0,"W","BD",5306,13,"Bloor-Danforth",2,-79.411490357,43.665725238,"Passenger Assistance Alarm Activated - No Trouble Found"
"4555",2024-03-07,"23:08","Thursday","Wellesley","SUDP",3,8,"S","YU",5786,54,"Yonge-University",1,-79.383695522,43.665093566,"Disorderly Patron"
"4556",2024-03-07,"00:12","Thursday","Yonge","MUIS",0,0,"S","YU",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Injured or ill Customer (In Station) - Transported"
"4557",2024-03-07,"01:36","Thursday","Kennedy","EUVE",5,10,"E","BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Work Vehicle"
"4558",2024-03-07,"01:41","Thursday","Bay","MUIS",0,0,NA,"YU",0,16,"Bloor-Danforth",2,-79.390213766,43.670138305,"Injured or ill Customer (In Station) - Transported"
"4559",2024-03-07,"16:49","Thursday","Bayview","MUI",6,13,"E","SHP",6141,66,"Sheppard",4,-79.388257361,43.766544641,"Injured or ill Customer (On Train) - Transported"
"4560",2024-03-07,"22:03","Thursday","Don Mills","MUI",7,14,"W","SHP",6166,69,"Sheppard",4,-79.347243483,43.775060927,"Injured or ill Customer (On Train) - Transported"
"4561",2024-03-08,"05:43","Friday","Islington","MUSC",0,0,"E","BD",5204,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Miscellaneous Speed Control"
"4562",2024-03-08,"05:58","Friday","Greenwood","TUSC",0,0,"W","BD",5058,24,"Bloor-Danforth",2,-79.330241533,43.682819638,"Operator Overspeeding"
"4563",2024-03-08,"05:58","Friday","Yorkdale","PUOPO",9,0,"S","YU",5706,38,"Yonge-University",1,-79.447865439,43.725026597,"OPTO (COMMS) Train Door Monitoring"
"4564",2024-03-08,"06:17","Friday","Finch","PUMEL",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Escalator/Elevator Incident"
"4565",2024-03-08,"06:58","Friday","Royal York","MUSC",0,0,"E","BD",5111,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Miscellaneous Speed Control"
"4566",2024-03-08,"07:45","Friday","King","MUIE",0,0,"N","YU",5816,50,"Yonge-University",1,-79.378120778,43.649110941,"Injured Employee"
"4567",2024-03-08,"08:00","Friday","Main","MUSC",0,0,"W","BD",5057,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Miscellaneous Speed Control"
"4568",2024-03-08,"09:50","Friday","Broadview","SUO",11,14,"E","BD",5305,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Passenger Other"
"4569",2024-03-08,"10:05","Friday","Jane","PUMEL",0,0,NA,"BD",0,4,"Bloor-Danforth",2,-79.484647899,43.649751849,"Escalator/Elevator Incident"
"4570",2024-03-08,"10:32","Friday","Finch West","SUDP",0,0,"S","YU",5936,74,"Yonge-University",0,-79.490993428,43.7634986,"Disorderly Patron"
"4571",2024-03-08,"10:34","Friday","Jane","SUAP",0,0,NA,"BD",0,4,"Bloor-Danforth",2,-79.484647899,43.649751849,"Assault / Patron Involved"
"4572",2024-03-08,"11:20","Friday","Sheppard West","SUDP",5,10,"S","YU",5391,36,"Yonge-University",1,-79.462584556,43.750410786,"Disorderly Patron"
"4573",2024-03-08,"11:59","Friday","Bloor","SUO",3,8,"S","YU",5411,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"4574",2024-03-08,"12:25","Friday","Lansdowne","MUIR",11,15,"E","BD",5371,9,"Bloor-Danforth",2,-79.442988936,43.659060096,"Injured or ill Customer (On Train) - Medical Aid Refused"
"4575",2024-03-08,"12:37","Friday","Sheppard","MUIS",0,0,"N","YU",5603,62,"Yonge-University",1,-79.411104746,43.761474916,"Injured or ill Customer (In Station) - Transported"
"4576",2024-03-08,"12:51","Friday","Sheppard West","MUTO",3,8,"N","YU",5971,36,"Yonge-University",1,-79.462584556,43.750410786,"Misc. Transportation Other - Employee Non-Chargeable"
"4577",2024-03-08,"12:52","Friday","Castle Frank","MUPAA",3,7,"E","BD",5231,19,"Bloor-Danforth",2,-79.36830536,43.674104619,"Passenger Assistance Alarm Activated - No Trouble Found"
"4578",2024-03-08,"12:57","Friday","Dundas West","MUTO",4,8,"E","BD",5276,8,"Bloor-Danforth",2,-79.452665671,43.657117263,"Misc. Transportation Other - Employee Non-Chargeable"
"4579",2024-03-08,"13:20","Friday","Eglinton","MUPAA",0,0,"S","YU",5951,59,"Yonge-University",1,-79.398622359,43.706765596,"Passenger Assistance Alarm Activated - No Trouble Found"
"4580",2024-03-08,"13:27","Friday","Lawrence","MUIS",0,0,NA,"YU",0,60,"Yonge-University",1,-79.402403683,43.725028561,"Injured or ill Customer (In Station) - Transported"
"4581",2024-03-08,"13:45","Friday","Sheppard","MUPAA",0,0,"N","YU",5796,62,"Yonge-University",1,-79.411104746,43.761474916,"Passenger Assistance Alarm Activated - No Trouble Found"
"4582",2024-03-08,"14:18","Friday","St Clair","MUPAA",6,11,"N","YU",5556,57,"Yonge-University",1,-79.393589409,43.68818861,"Passenger Assistance Alarm Activated - No Trouble Found"
"4583",2024-03-08,"14:36","Friday","Kennedy","TUKEY",3,7,"W","BD",5282,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Two Drum Switch Keys Activated"
"4584",2024-03-08,"15:03","Friday","Yonge","SUO",6,10,"W","BD",5039,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Other"
"4585",2024-03-08,"15:12","Friday","Yonge","MUIS",0,0,"W","BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Injured or ill Customer (In Station) - Transported"
"4586",2024-03-08,"15:27","Friday","York Mills","MUI",14,19,"S","YU",5466,61,"Yonge-University",1,-79.406415409,43.744225634,"Injured or ill Customer (On Train) - Transported"
"4587",2024-03-08,"15:41","Friday","Eglinton","MUIRS",0,0,NA,"YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4588",2024-03-08,"15:54","Friday","Islington","TUSC",0,0,"E","BD",5126,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Operator Overspeeding"
"4589",2024-03-08,"15:57","Friday","Warden","MUIS",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Injured or ill Customer (In Station) - Transported"
"4590",2024-03-08,"16:01","Friday","St George","MUD",0,0,"E","BD",5162,15,"Yonge-University",1,-79.397849346,43.668584618,"Door Problems - Passenger Related"
"4591",2024-03-08,"16:06","Friday","Rosedale","PUOPO",6,11,"S","YU",5466,55,"Yonge-University",1,-79.388772396,43.677128586,"OPTO (COMMS) Train Door Monitoring"
"4592",2024-03-08,"16:17","Friday","Queen's Park","MUIS",0,0,NA,"YU",0,45,"Yonge-University",1,-79.390699978,43.659788798,"Injured or ill Customer (In Station) - Transported"
"4593",2024-03-08,"16:25","Friday","Bay","SUDP",0,0,NA,"BD",0,16,"Bloor-Danforth",2,-79.390213766,43.670138305,"Disorderly Patron"
"4594",2024-03-08,"16:32","Friday","Spadina","MUIS",0,0,NA,"BD",0,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Injured or ill Customer (In Station) - Transported"
"4595",2024-03-08,"16:55","Friday","Pape","MUIRS",0,0,"W","BD",5058,22,"Bloor-Danforth",2,-79.345169803,43.679744803,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4596",2024-03-08,"17:21","Friday","Royal York","EUNT",3,6,"W","BD",5302,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Equipment - No Trouble Found"
"4597",2024-03-08,"17:28","Friday","Old Mill","EUNT",0,0,"E","BD",5216,3,"Bloor-Danforth",2,-79.495150479,43.64999656,"Equipment - No Trouble Found"
"4598",2024-03-08,"17:56","Friday","Victoria Park","SUO",24,27,"W","BD",5152,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Passenger Other"
"4599",2024-03-08,"18:48","Friday","Kipling","SUAP",0,0,NA,"BD",0,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Assault / Patron Involved"
"4600",2024-03-08,"19:28","Friday","Wellesley","MUPAA",4,8,"N","YU",6116,54,"Yonge-University",1,-79.383695522,43.665093566,"Passenger Assistance Alarm Activated - No Trouble Found"
"4601",2024-03-08,"19:28","Friday","Summerhill","SUUT",0,0,"N","YU",5441,56,"Yonge-University",1,-79.390913388,43.68210859,"Unauthorized at Track Level"
"4602",2024-03-08,"19:35","Friday","Museum","MUO",6,9,"N","YU",5776,44,"Yonge-University",1,-79.393731641,43.667212514,"Miscellaneous Other"
"4603",2024-03-08,"20:15","Friday","Broadview","SUDP",3,8,"E","BD",5255,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Disorderly Patron"
"4604",2024-03-08,"20:20","Friday","Finch West","MUSAN",0,0,"N","YU",5515,74,"Yonge-University",0,-79.490993428,43.7634986,"Unsanitary Vehicle"
"4605",2024-03-08,"20:37","Friday","Bay","SUDP",0,0,NA,"BD",0,16,"Bloor-Danforth",2,-79.390213766,43.670138305,"Disorderly Patron"
"4606",2024-03-08,"21:11","Friday","Main","MUIS",0,0,NA,"BD",0,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Injured or ill Customer (In Station) - Transported"
"4607",2024-03-08,"21:40","Friday","College","MUIRS",0,0,"N","YU",6111,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4608",2024-03-08,"22:44","Friday","St George","SUDP",4,10,"S","YU",6121,15,"Yonge-University",1,-79.397849346,43.668584618,"Disorderly Patron"
"4609",2024-03-08,"22:49","Friday","St Clair","TUO",16,21,"N","YU",6106,57,"Yonge-University",1,-79.393589409,43.68818861,"Transportation Department - Other"
"4610",2024-03-08,"23:18","Friday","Wellesley","SUO",0,0,"S","YU",0,54,"Yonge-University",1,-79.383695522,43.665093566,"Passenger Other"
"4611",2024-03-08,"23:19","Friday","Lawrence","SUDP",6,11,"N","YU",6061,60,"Yonge-University",1,-79.402403683,43.725028561,"Disorderly Patron"
"4612",2024-03-08,"23:31","Friday","St George","MUIRS",0,0,"E","BD",5126,15,"Yonge-University",1,-79.397849346,43.668584618,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4613",2024-03-08,"23:45","Friday","Osgoode","MUIS",0,0,NA,"YU",0,47,"Yonge-University",1,-79.386829953,43.650814436,"Injured or ill Customer (In Station) - Transported"
"4614",2024-03-08,"23:57","Friday","Sheppard West","MUTO",3,9,"N","YU",6111,36,"Yonge-University",1,-79.462584556,43.750410786,"Misc. Transportation Other - Employee Non-Chargeable"
"4615",2024-03-08,"01:15","Friday","Spadina","MUIS",0,0,NA,"BD",0,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Injured or ill Customer (In Station) - Transported"
"4616",2024-03-08,"01:16","Friday","Main","MUIRS",0,0,NA,"BD",0,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4617",2024-03-08,"01:25","Friday","Osgoode","PUTOE",0,0,NA,"YU",0,47,"Yonge-University",1,-79.386829953,43.650814436,"T & S Operator Related Problems"
"4618",2024-03-08,"01:26","Friday","Coxwell","MUIRS",0,0,NA,"BD",0,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4619",2024-03-08,"01:44","Friday","Royal York","SUO",0,0,"E","BD",5276,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Passenger Other"
"4620",2024-03-08,"15:34","Friday","Leslie","TUSC",0,0,"W","SHP",6181,67,"Sheppard",4,-79.364339368,43.771598608,"Operator Overspeeding"
"4621",2024-03-08,"17:53","Friday","Leslie","TUSC",0,0,"W","SHP",6146,67,"Sheppard",4,-79.364339368,43.771598608,"Operator Overspeeding"
"4622",2024-03-08,"18:10","Friday","Leslie","EUSC",0,0,"W","SHP",6181,67,"Sheppard",4,-79.364339368,43.771598608,"Speed Control Equipment  "
"4623",2024-03-08,"18:50","Friday","Don Mills","TUSC",0,0,"W","SHP",6181,69,"Sheppard",4,-79.347243483,43.775060927,"Operator Overspeeding"
"4624",2024-03-08,"23:40","Friday","Leslie","EUSC",0,0,"W","SHP",6181,67,"Sheppard",4,-79.364339368,43.771598608,"Speed Control Equipment  "
"4625",2024-03-09,"02:22","Saturday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"4626",2024-03-09,"05:36","Saturday","Kipling","MUSAN",0,0,"E","BD",5126,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Unsanitary Vehicle"
"4627",2024-03-09,"06:25","Saturday","Old Mill","MUSC",0,0,"E","BD",5172,3,"Bloor-Danforth",2,-79.495150479,43.64999656,"Miscellaneous Speed Control"
"4628",2024-03-09,"06:34","Saturday","Wilson","MUATC",7,0,"N","YU",6126,37,"Yonge-University",1,-79.450119364,43.733997597,"ATC Project"
"4629",2024-03-09,"07:06","Saturday","College","MUIS",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"4630",2024-03-09,"08:36","Saturday","Bloor","SUO",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"4631",2024-03-09,"08:38","Saturday","Finch","EUNT",6,12,"S","YU",6066,64,"Yonge-University",1,-79.415772005,43.780682365,"Equipment - No Trouble Found"
"4632",2024-03-09,"09:33","Saturday","College","SUDP",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Disorderly Patron"
"4633",2024-03-09,"10:26","Saturday","Yorkdale","MUO",0,0,"N","YU",5516,38,"Yonge-University",1,-79.447865439,43.725026597,"Miscellaneous Other"
"4634",2024-03-09,"10:34","Saturday","Highway 407","PUOPO",3,7,"N","YU",5466,71,"Yonge-University",0,-79.523119077,43.78351988,"OPTO (COMMS) Train Door Monitoring"
"4635",2024-03-09,"10:50","Saturday","Dundas","SUO",0,0,NA,"YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Passenger Other"
"4636",2024-03-09,"11:02","Saturday","Runnymede","SUO",0,0,NA,"BD",0,5,"Bloor-Danforth",2,-79.476740393,43.651750604,"Passenger Other"
"4637",2024-03-09,"11:03","Saturday","Kennedy","TUMVS",4,8,"W","BD",5091,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Operator Violated Signal"
"4638",2024-03-09,"11:40","Saturday","Broadview","MUO",0,0,NA,"BD",0,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Miscellaneous Other"
"4639",2024-03-09,"12:39","Saturday","Dundas","SUDP",0,0,"N","YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Disorderly Patron"
"4640",2024-03-09,"12:52","Saturday","Broadview","SUUT",10,14,"W","BD",5148,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Unauthorized at Track Level"
"4641",2024-03-09,"12:59","Saturday","Yonge","MUIS",0,0,NA,"BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Injured or ill Customer (In Station) - Transported"
"4642",2024-03-09,"13:09","Saturday","Bay","MUNCA",0,0,NA,"BD",0,16,"Bloor-Danforth",2,-79.390213766,43.670138305,NA
"4643",2024-03-09,"13:27","Saturday","Dundas","MUIS",0,0,"N","YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (In Station) - Transported"
"4644",2024-03-09,"14:02","Saturday","High Park","MUDD",5,9,"W","BD",5179,6,"Bloor-Danforth",2,-79.466011721,43.654103444,"Door Problems - Debris Related"
"4645",2024-03-09,"14:04","Saturday","Queen","PUMEL",0,0,NA,"YU",0,51,"Yonge-University",1,-79.379455679,43.652393313,"Escalator/Elevator Incident"
"4646",2024-03-09,"14:08","Saturday","Dundas","MUIRS",0,0,"S","YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4647",2024-03-09,"14:24","Saturday","Queen's Park","SUG",0,0,NA,"YU",0,45,"Yonge-University",1,-79.390699978,43.659788798,"Graffiti / Scratchiti"
"4648",2024-03-09,"14:51","Saturday","Old Mill","SUDP",3,7,"E","BD",5281,3,"Bloor-Danforth",2,-79.495150479,43.64999656,"Disorderly Patron"
"4649",2024-03-09,"15:04","Saturday","Islington","MUSC",0,0,"W","BD",5070,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Miscellaneous Speed Control"
"4650",2024-03-09,"15:33","Saturday","Sheppard","SUO",0,0,"N","YU",5476,62,"Yonge-University",1,-79.411104746,43.761474916,"Passenger Other"
"4651",2024-03-09,"15:57","Saturday","Rosedale","PUOPO",3,7,"N","YU",5631,55,"Yonge-University",1,-79.388772396,43.677128586,"OPTO (COMMS) Train Door Monitoring"
"4652",2024-03-09,"16:02","Saturday","St Clair West","SUDP",0,0,"N","YU",0,42,"Yonge-University",1,-79.415524426,43.68370091,"Disorderly Patron"
"4653",2024-03-09,"16:13","Saturday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"4654",2024-03-09,"16:16","Saturday","Rosedale","PUOPO",5,9,"N","YU",6031,55,"Yonge-University",1,-79.388772396,43.677128586,"OPTO (COMMS) Train Door Monitoring"
"4655",2024-03-09,"16:33","Saturday","Ossington","SUAP",0,0,NA,"BD",0,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"Assault / Patron Involved"
"4656",2024-03-09,"17:21","Saturday","Dundas","MUIR",13,17,"S","YU",6036,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (On Train) - Medical Aid Refused"
"4657",2024-03-09,"17:22","Saturday","Vaughan Met. Centre","MUSAN",5,10,"N","YU",6146,70,"Yonge-University",0,-79.526543035,43.793593306,"Unsanitary Vehicle"
"4658",2024-03-09,"17:50","Saturday","St George","SUO",0,0,"N","YU",5721,15,"Yonge-University",1,-79.397849346,43.668584618,"Passenger Other"
"4659",2024-03-09,"17:52","Saturday","St George","SUO",0,0,"W","BD",5122,15,"Yonge-University",1,-79.397849346,43.668584618,"Passenger Other"
"4660",2024-03-09,"17:53","Saturday","Spadina","SUDP",9,13,"N","YU",5551,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Disorderly Patron"
"4661",2024-03-09,"17:57","Saturday","Spadina","SUO",0,0,"W","BD",5122,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Other"
"4662",2024-03-09,"18:03","Saturday","Kipling","MUSAN",4,8,"E","BD",5137,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Unsanitary Vehicle"
"4663",2024-03-09,"18:13","Saturday","Keele","MUSC",0,0,"W","BD",5371,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Miscellaneous Speed Control"
"4664",2024-03-09,"18:45","Saturday","Ossington","SUO",0,0,"W","BD",5237,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"Passenger Other"
"4665",2024-03-09,"19:26","Saturday","Royal York","SUDP",0,0,NA,"BD",0,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Disorderly Patron"
"4666",2024-03-09,"19:29","Saturday","St George","TUMVS",5,9,"E","BD",5231,15,"Yonge-University",1,-79.397849346,43.668584618,"Operator Violated Signal"
"4667",2024-03-09,"19:33","Saturday","Donlands","SUDP",0,0,"W","BD",5033,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Disorderly Patron"
"4668",2024-03-09,"19:45","Saturday","Kipling","MUSAN",5,10,"E","BD",5027,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Unsanitary Vehicle"
"4669",2024-03-09,"20:18","Saturday","Bloor","TUCC",0,0,"N","YU",5996,17,"Bloor-Danforth",2,-79.3832,43.67,"Transit Control Related Problems"
"4670",2024-03-09,"20:22","Saturday","Kennedy","MUTO",3,8,"W","BD",5227,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Misc. Transportation Other - Employee Non-Chargeable"
"4671",2024-03-09,"21:12","Saturday","Dundas","MUSAN",6,11,"N","YU",5766,52,"Yonge-University",1,-79.381123655,43.656277584,"Unsanitary Vehicle"
"4672",2024-03-09,"21:36","Saturday","Finch","SUROB",0,0,"N","YU",5841,64,"Yonge-University",1,-79.415772005,43.780682365,"Robbery"
"4673",2024-03-09,"21:43","Saturday","Eglinton","SUO",0,0,NA,"YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Passenger Other"
"4674",2024-03-09,"22:08","Saturday","Broadview","MUNCA",0,0,NA,"BD",0,20,"Bloor-Danforth",2,-79.358879712,43.676784225,NA
"4675",2024-03-09,"22:14","Saturday","Kennedy","PUMEL",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Escalator/Elevator Incident"
"4676",2024-03-09,"22:17","Saturday","Wellesley","SUO",0,0,NA,"YU",0,54,"Yonge-University",1,-79.383695522,43.665093566,"Passenger Other"
"4677",2024-03-09,"22:54","Saturday","Finch","MUIS",0,0,"N","YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Injured or ill Customer (In Station) - Transported"
"4678",2024-03-09,"23:16","Saturday","Osgoode","SUDP",28,34,"N","YU",5626,47,"Yonge-University",1,-79.386829953,43.650814436,"Disorderly Patron"
"4679",2024-03-09,"23:17","Saturday","Runnymede","MUIS",0,0,NA,"BD",0,5,"Bloor-Danforth",2,-79.476740393,43.651750604,"Injured or ill Customer (In Station) - Transported"
"4680",2024-03-09,"23:20","Saturday","Summerhill","MUIR",4,10,"N","YU",5711,56,"Yonge-University",1,-79.390913388,43.68210859,"Injured or ill Customer (On Train) - Medical Aid Refused"
"4681",2024-03-09,"23:52","Saturday","St Andrew","MUATC",4,10,"N","YU",6036,48,"Yonge-University",1,-79.384995002,43.647601241,"ATC Project"
"4682",2024-03-09,"00:02","Saturday","St Clair West","SUO",23,29,"S","YU",5451,42,"Yonge-University",1,-79.415524426,43.68370091,"Passenger Other"
"4683",2024-03-09,"00:12","Saturday","Lawrence West","SUDP",5,10,"S","YU",5446,39,"Yonge-University",1,-79.444403408,43.716018577,"Disorderly Patron"
"4684",2024-03-09,"00:20","Saturday","Dufferin","SUO",0,0,"W","BD",0,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Passenger Other"
"4685",2024-03-09,"01:06","Saturday","Sherbourne","SUDP",0,0,"E","BD",0,18,"Bloor-Danforth",2,-79.377134499,43.672095117,"Disorderly Patron"
"4686",2024-03-09,"01:10","Saturday","Rosedale","SUO",0,0,NA,"YU",0,55,"Yonge-University",1,-79.388772396,43.677128586,"Passenger Other"
"4687",2024-03-09,"01:19","Saturday","Bay","MUPLC",0,0,"E","BD",5365,16,"Bloor-Danforth",2,-79.390213766,43.670138305,"Fire/Smoke Plan C"
"4688",2024-03-09,"12:39","Saturday","Leslie","PUOPO",7,14,"W","SHP",6181,67,"Sheppard",4,-79.364339368,43.771598608,"OPTO (COMMS) Train Door Monitoring"
"4689",2024-03-09,"13:10","Saturday","Don Mills","EUSC",0,0,"E","SHP",6181,69,"Sheppard",4,-79.347243483,43.775060927,"Speed Control Equipment  "
"4690",2024-03-09,"13:30","Saturday","Leslie","EUSC",0,0,"W","SHP",6181,67,"Sheppard",4,-79.364339368,43.771598608,"Speed Control Equipment  "
"4691",2024-03-10,"07:36","Sunday","Bathurst","MUO",0,0,NA,"BD",0,13,"Bloor-Danforth",2,-79.411490357,43.665725238,"Miscellaneous Other"
"4692",2024-03-10,"08:15","Sunday","Kipling","SUG",5,10,"E","BD",5230,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Graffiti / Scratchiti"
"4693",2024-03-10,"08:20","Sunday","Greenwood","PUTSM",9,13,"E","BD",5048,24,"Bloor-Danforth",2,-79.330241533,43.682819638,"Track Switch Failure - Track Related Problem"
"4694",2024-03-10,"08:21","Sunday","Union","SUO",0,0,NA,"YU",0,49,"Yonge-University",1,-79.380694393,43.64566489,"Passenger Other"
"4695",2024-03-10,"08:22","Sunday","Kipling","SUDP",5,10,"E","BD",5152,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Disorderly Patron"
"4696",2024-03-10,"09:04","Sunday","Keele","MUDD",4,8,"E","BD",5129,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Door Problems - Debris Related"
"4697",2024-03-10,"09:11","Sunday","Bathurst","MUIRS",0,0,NA,"BD",0,13,"Bloor-Danforth",2,-79.411490357,43.665725238,"Injured or ill Customer (In Station) - Medical Aid Refused"
"4698",2024-03-10,"11:09","Sunday","Warden","SUO",0,0,"W","BD",5070,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Passenger Other"
