date,time,day,station,code,min_delay,min_gap,bound,line_code,day_type,rush_type,season,is_holiday,Max Temp (°C),Min Temp (°C),Total Precip (mm),Snow on Grnd (cm),line_name,line_number,POINT_X,POINT_Y,code_description
2024-03-19,23:00:00,Tuesday,Wellesley,SUO,0,0,NA,YU,Weekday,none,Spring,0,2.1,-0.9,2,0,Yonge-University,1,-79.383695522,43.665093566,Passenger Other
2024-03-19,00:10:00,Tuesday,Don Mills,SUDP,0,0,NA,BD,Weekday,none,Spring,0,2.1,-0.9,2,0,Sheppard,4,-79.347243483,43.775060927,Disorderly Patron
2024-03-19,01:48:00,Tuesday,Vaughan Met. Centre,MUIR,0,0,S,YU,Weekday,none,Spring,0,2.1,-0.9,2,0,Yonge-University,1,-79.526543035,43.793593306,Injured or ill Customer (On Train) - Medical Aid Refused
2024-03-19,01:59:00,Tuesday,Union,SUO,0,0,NA,YU,Weekday,none,Spring,0,2.1,-0.9,2,0,Yonge-University,1,-79.380694393,43.64566489,Passenger Other
2024-03-19,01:59:00,Tuesday,Kennedy,MUIS,0,0,NA,BD,Weekday,none,Spring,0,2.1,-0.9,2,0,Bloor-Danforth,2,-79.264538997,43.732246741,Injured or ill Customer (In Station) - Transported
2024-03-19,07:59:00,Tuesday,Sheppard,TUSC,0,0,W,SHP,Weekday,morning,Spring,0,2.1,-0.9,2,0,Yonge-University,1,-79.411104746,43.761474916,Operator Overspeeding
2024-03-19,22:08:00,Tuesday,Don Mills,MUIS,0,0,NA,SHP,Weekday,none,Spring,0,2.1,-0.9,2,0,Sheppard,4,-79.347243483,43.775060927,Injured or ill Customer (In Station) - Transported
2024-03-20,05:03:00,Wednesday,Spadina,MUIRS,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-20,06:09:00,Wednesday,Eglinton,SUEAS,9,12,N,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.398622359,43.706765596,Emergency Alarm Station Activation
2024-03-20,06:14:00,Wednesday,Eglinton,EUYRD,5,10,N,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.398622359,43.706765596,Yard/Carhouse Related Problems
2024-03-20,06:15:00,Wednesday,Old Mill,MUSC,0,0,E,BD,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.495150479,43.64999656,Miscellaneous Speed Control
2024-03-20,06:28:00,Wednesday,Wilson,MUATC,4,7,S,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.450119364,43.733997597,ATC Project
2024-03-20,07:19:00,Wednesday,Greenwood,EUME,3,6,NA,BD,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.330241533,43.682819638,RC&S Maintenance Error - (Human)
2024-03-20,07:27:00,Wednesday,Wellesley,MUPAA,3,6,S,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383695522,43.665093566,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,07:35:00,Wednesday,Bloor,SUDP,0,0,S,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.3852,43.67,Disorderly Patron
2024-03-20,07:37:00,Wednesday,Jane,SUG,0,0,NA,BD,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.484647899,43.649751849,Graffiti / Scratchiti
2024-03-20,07:46:00,Wednesday,Spadina,MUIS,0,0,NA,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (In Station) - Transported
2024-03-20,07:52:00,Wednesday,St George,MUIS,0,0,NA,BD,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.397849346,43.668584618,Injured or ill Customer (In Station) - Transported
2024-03-20,08:08:00,Wednesday,Kennedy,SUDP,0,0,NA,BD,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.264538997,43.732246741,Disorderly Patron
2024-03-20,08:22:00,Wednesday,Finch,PUMST,0,0,NA,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.415772005,43.780682365,Station Stairway Incident 
2024-03-20,08:25:00,Wednesday,Dundas,SUDP,3,6,S,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.381123655,43.656277584,Disorderly Patron
2024-03-20,08:36:00,Wednesday,York Mills,MUPAA,6,9,S,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.406415409,43.744225634,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,08:56:00,Wednesday,Wilson,MUNCA,0,0,NA,YU,Weekday,morning,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.450119364,43.733997597,NA
2024-03-20,09:37:00,Wednesday,Kipling,SUO,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.536179398,43.637142249,Passenger Other
2024-03-20,09:48:00,Wednesday,Sheppard West,PUSCR,7,12,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.462584556,43.750410786,Subway Car Radio Fault 
2024-03-20,10:01:00,Wednesday,Kipling,SUO,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.536179398,43.637142249,Passenger Other
2024-03-20,10:13:00,Wednesday,Islington,MUSC,0,0,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.523970386,43.645471587,Miscellaneous Speed Control
2024-03-20,11:15:00,Wednesday,Coxwell,TUO,4,8,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.324124363,43.684123636,Transportation Department - Other
2024-03-20,12:08:00,Wednesday,Rosedale,PUOPO,4,9,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.388772396,43.677128586,OPTO (COMMS) Train Door Monitoring
2024-03-20,12:17:00,Wednesday,Wellesley,PUOPO,5,10,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383695522,43.665093566,OPTO (COMMS) Train Door Monitoring
2024-03-20,12:57:00,Wednesday,Highway 407,PUOPO,5,10,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.523119077,43.78351988,OPTO (COMMS) Train Door Monitoring
2024-03-20,13:04:00,Wednesday,Highway 407,PUOPO,5,10,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.523119077,43.78351988,OPTO (COMMS) Train Door Monitoring
2024-03-20,13:42:00,Wednesday,Spadina,MUPAA,0,0,W,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,14:42:00,Wednesday,Queen's Park,PUMEL,0,0,NA,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.390699978,43.659788798,Escalator/Elevator Incident
2024-03-20,14:57:00,Wednesday,College,SUDP,0,0,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383313131,43.661307158,Disorderly Patron
2024-03-20,15:02:00,Wednesday,Spadina,PUMST,0,0,E,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Station Stairway Incident 
2024-03-20,15:09:00,Wednesday,St Clair West,MUPAA,0,0,N,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.415524426,43.68370091,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,15:17:00,Wednesday,Bloor,PUMST,0,0,NA,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.3852,43.67,Station Stairway Incident 
2024-03-20,15:18:00,Wednesday,Dundas,SUDP,0,0,NA,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.381123655,43.656277584,Disorderly Patron
2024-03-20,15:21:00,Wednesday,College,MUI,22,27,N,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383313131,43.661307158,Injured or ill Customer (On Train) - Transported
2024-03-20,15:37:00,Wednesday,Warden,TUO,0,0,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.278911529,43.712536504,Transportation Department - Other
2024-03-20,15:45:00,Wednesday,College,MUIS,0,0,S,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383313131,43.661307158,Injured or ill Customer (In Station) - Transported
2024-03-20,15:48:00,Wednesday,Keele,MUSC,0,0,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.460276072,43.655377717,Miscellaneous Speed Control
2024-03-20,15:58:00,Wednesday,Broadview,SUO,0,0,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.358879712,43.676784225,Passenger Other
2024-03-20,16:24:00,Wednesday,College,SUO,12,15,S,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383313131,43.661307158,Passenger Other
2024-03-20,16:33:00,Wednesday,Greenwood,MUDD,0,0,E,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.330241533,43.682819638,Door Problems - Debris Related
2024-03-20,16:55:00,Wednesday,Vaughan Met. Centre,EUVA,3,6,S,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.526543035,43.793593306,Warning Alarm Systems
2024-03-20,17:07:00,Wednesday,Bay,MUDD,3,6,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.390213766,43.670138305,Door Problems - Debris Related
2024-03-20,17:09:00,Wednesday,Kipling,MUPAA,3,6,E,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.536179398,43.637142249,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,17:17:00,Wednesday,Warden,PUSTC,0,0,E,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.278911529,43.712536504,Signals - Track Circuit Problems
2024-03-20,17:48:00,Wednesday,Spadina,SUDP,17,20,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Disorderly Patron
2024-03-20,17:52:00,Wednesday,Woodbine,MUIRS,0,0,W,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.313208456,43.686505466,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-20,18:06:00,Wednesday,Bloor,PUMST,0,0,S,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.3852,43.67,Station Stairway Incident 
2024-03-20,18:17:00,Wednesday,Finch,SUO,0,0,NA,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.415772005,43.780682365,Passenger Other
2024-03-20,18:40:00,Wednesday,Finch,MUIS,0,0,NA,YU,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.415772005,43.780682365,Injured or ill Customer (In Station) - Transported
2024-03-20,18:47:00,Wednesday,Islington,SUUT,0,0,E,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.523970386,43.645471587,Unauthorized at Track Level
2024-03-20,18:49:00,Wednesday,Bathurst,MUIS,0,0,NA,BD,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.411490357,43.665725238,Injured or ill Customer (In Station) - Transported
2024-03-20,19:19:00,Wednesday,St Andrew,MUIR,8,11,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.384995002,43.647601241,Injured or ill Customer (On Train) - Medical Aid Refused
2024-03-20,19:29:00,Wednesday,Union,MUIR,10,13,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.380694393,43.64566489,Injured or ill Customer (On Train) - Medical Aid Refused
2024-03-20,19:42:00,Wednesday,Christie,MUNCA,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.418760827,43.663990096,NA
2024-03-20,19:44:00,Wednesday,Bloor,SUDP,5,8,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.3852,43.67,Disorderly Patron
2024-03-20,19:57:00,Wednesday,Wilson,PUOPO,4,9,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.450119364,43.733997597,OPTO (COMMS) Train Door Monitoring
2024-03-20,20:20:00,Wednesday,Sheppard West,MUSAN,6,12,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.462584556,43.750410786,Unsanitary Vehicle
2024-03-20,20:24:00,Wednesday,Kipling,MUIRS,0,0,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.536179398,43.637142249,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-20,21:14:00,Wednesday,Bay,MUI,16,21,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.390213766,43.670138305,Injured or ill Customer (On Train) - Transported
2024-03-20,21:42:00,Wednesday,Dundas West,PUMST,0,0,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.452665671,43.657117263,Station Stairway Incident 
2024-03-20,21:57:00,Wednesday,Spadina,MUIRS,0,0,W,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-20,21:57:00,Wednesday,Eglinton West,SUUT,0,0,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.436190432,43.698722631,Unauthorized at Track Level
2024-03-20,22:19:00,Wednesday,Warden,EUVA,5,10,E,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.278911529,43.712536504,Warning Alarm Systems
2024-03-20,22:50:00,Wednesday,Union,MUI,22,28,NA,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.380694393,43.64566489,Injured or ill Customer (On Train) - Transported
2024-03-20,22:50:00,Wednesday,Kennedy,MUIS,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.264538997,43.732246741,Injured or ill Customer (In Station) - Transported
2024-03-20,23:00:00,Wednesday,Coxwell,MUO,14,20,W,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.324124363,43.684123636,Miscellaneous Other
2024-03-20,23:11:00,Wednesday,Spadina,MUIRS,0,0,W,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-20,23:12:00,Wednesday,Bloor,SUDP,0,0,NA,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.3852,43.67,Disorderly Patron
2024-03-20,23:19:00,Wednesday,St Andrew,SUDP,0,0,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.384995002,43.647601241,Disorderly Patron
2024-03-20,23:39:00,Wednesday,Sheppard,SUUT,0,0,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.411104746,43.761474916,Unauthorized at Track Level
2024-03-20,23:47:00,Wednesday,Bathurst,SUDP,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.411490357,43.665725238,Disorderly Patron
2024-03-20,00:08:00,Wednesday,Dundas,SUO,3,8,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.381123655,43.656277584,Passenger Other
2024-03-20,00:08:00,Wednesday,Dundas West,MUIS,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.452665671,43.657117263,Injured or ill Customer (In Station) - Transported
2024-03-20,01:01:00,Wednesday,Wellesley,MUPAA,3,9,N,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383695522,43.665093566,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,01:12:00,Wednesday,Bathurst,SUO,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.411490357,43.665725238,Passenger Other
2024-03-20,01:22:00,Wednesday,Spadina,MUIS,0,0,NA,BD,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (In Station) - Transported
2024-03-20,01:27:00,Wednesday,Osgoode,MUIS,0,0,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.386829953,43.650814436,Injured or ill Customer (In Station) - Transported
2024-03-20,01:31:00,Wednesday,College,SUO,0,0,E,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.383313131,43.661307158,Passenger Other
2024-03-20,01:31:00,Wednesday,Vaughan Met. Centre,MUIS,0,0,S,YU,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Yonge-University,1,-79.526543035,43.793593306,Injured or ill Customer (In Station) - Transported
2024-03-20,17:53:00,Wednesday,Leslie,MUPAA,0,0,W,SHP,Weekday,evening,Spring,0,2.5,-4.3,0.9,0,Sheppard,4,-79.364339368,43.771598608,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-20,21:26:00,Wednesday,Leslie,SUO,0,0,NA,SHP,Weekday,none,Spring,0,2.5,-4.3,0.9,0,Sheppard,4,-79.364339368,43.771598608,Passenger Other
2024-03-21,02:16:00,Thursday,Vaughan Met. Centre,MUIS,0,0,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.526543035,43.793593306,Injured or ill Customer (In Station) - Transported
2024-03-21,04:56:00,Thursday,Spadina,SUO,0,0,NA,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.404053464,43.667271999,Passenger Other
2024-03-21,05:31:00,Thursday,Woodbine,MUNCA,0,0,NA,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.313208456,43.686505466,NA
2024-03-21,05:54:00,Thursday,Kipling,EUCD,7,14,E,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Consequential Delay (2nd Delay Same Fault)
2024-03-21,05:54:00,Thursday,Eglinton,PUTO,7,12,N,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.398622359,43.706765596,T&S Other
2024-03-21,06:32:00,Thursday,Islington,SUO,0,0,W,BD,Weekday,morning,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.523970386,43.645471587,Passenger Other
2024-03-21,07:15:00,Thursday,Glencairn,SUDP,7,10,S,YU,Weekday,morning,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.441396375,43.70949463,Disorderly Patron
2024-03-21,07:19:00,Thursday,St Andrew,PUOPO,0,0,N,YU,Weekday,morning,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.384995002,43.647601241,OPTO (COMMS) Train Door Monitoring
2024-03-21,07:55:00,Thursday,Bathurst,MUIR,4,6,W,BD,Weekday,morning,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.411490357,43.665725238,Injured or ill Customer (On Train) - Medical Aid Refused
2024-03-21,07:56:00,Thursday,St George,MUI,17,20,E,BD,Weekday,morning,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.397849346,43.668584618,Injured or ill Customer (On Train) - Transported
2024-03-21,08:16:00,Thursday,Finch,MUIS,0,0,NA,YU,Weekday,morning,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.415772005,43.780682365,Injured or ill Customer (In Station) - Transported
2024-03-21,08:26:00,Thursday,Union,PUMEL,0,0,NA,YU,Weekday,morning,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.380694393,43.64566489,Escalator/Elevator Incident
2024-03-21,09:03:00,Thursday,Queen,MUIS,0,0,NA,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.379455679,43.652393313,Injured or ill Customer (In Station) - Transported
2024-03-21,09:10:00,Thursday,Queen,MUPAA,4,7,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.379455679,43.652393313,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-21,09:12:00,Thursday,Finch West,MUPAA,4,7,N,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.490993428,43.7634986,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-21,09:21:00,Thursday,St George,SUO,4,9,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.397849346,43.668584618,Passenger Other
2024-03-21,09:27:00,Thursday,St Patrick,MUIRS,0,0,NA,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.388514008,43.654744649,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-21,09:30:00,Thursday,Eglinton,SUUT,34,37,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.398622359,43.706765596,Unauthorized at Track Level
2024-03-21,09:37:00,Thursday,Warden,MUPAA,0,0,E,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.278911529,43.712536504,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-21,10:09:00,Thursday,Dundas,SUDP,0,0,NA,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.381123655,43.656277584,Disorderly Patron
2024-03-21,10:29:00,Thursday,Rosedale,MUDD,3,6,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.388772396,43.677128586,Door Problems - Debris Related
2024-03-21,10:34:00,Thursday,St George,SUO,3,6,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.397849346,43.668584618,Passenger Other
2024-03-21,10:40:00,Thursday,Osgoode,SUDP,5,10,S,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.386829953,43.650814436,Disorderly Patron
2024-03-21,11:19:00,Thursday,St George,SUDP,0,0,E,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.397849346,43.668584618,Disorderly Patron
2024-03-21,11:46:00,Thursday,Kipling,MUIS,0,0,NA,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Injured or ill Customer (In Station) - Transported
2024-03-21,11:57:00,Thursday,Bloor,MUIS,0,0,NA,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.3852,43.67,Injured or ill Customer (In Station) - Transported
2024-03-21,12:07:00,Thursday,Donlands,MUIS,0,0,W,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.337800388,43.681180597,Injured or ill Customer (In Station) - Transported
2024-03-21,12:24:00,Thursday,Rosedale,EUNT,14,19,N,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.388772396,43.677128586,Equipment - No Trouble Found
2024-03-21,12:38:00,Thursday,Kipling,SUDP,4,8,E,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Disorderly Patron
2024-03-21,12:44:00,Thursday,Eglinton,SUDP,0,0,N,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.398622359,43.706765596,Disorderly Patron
2024-03-21,13:08:00,Thursday,Wellesley,MUIS,0,0,NA,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.383695522,43.665093566,Injured or ill Customer (In Station) - Transported
2024-03-21,14:17:00,Thursday,Kennedy,SUO,0,0,NA,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.264538997,43.732246741,Passenger Other
2024-03-21,14:27:00,Thursday,Christie,TUSC,0,0,E,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.418760827,43.663990096,Operator Overspeeding
2024-03-21,14:29:00,Thursday,Islington,TUO,0,0,W,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.523970386,43.645471587,Transportation Department - Other
2024-03-21,14:38:00,Thursday,Kipling,SUO,0,0,W,BD,Weekday,none,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Passenger Other
2024-03-21,14:40:00,Thursday,Union,MUPAA,3,8,N,YU,Weekday,none,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.380694393,43.64566489,Passenger Assistance Alarm Activated - No Trouble Found
2024-03-21,15:00:00,Thursday,St George,SUDP,3,8,N,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.397849346,43.668584618,Disorderly Patron
2024-03-21,15:12:00,Thursday,Dufferin,TUSC,4,8,W,BD,Weekday,evening,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.435516833,43.660191777,Operator Overspeeding
2024-03-21,15:31:00,Thursday,Queen's Park,PUOPO,0,0,S,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.390699978,43.659788798,OPTO (COMMS) Train Door Monitoring
2024-03-21,15:34:00,Thursday,Greenwood,SUDP,3,7,E,BD,Weekday,evening,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.330241533,43.682819638,Disorderly Patron
2024-03-21,16:00:00,Thursday,Dundas,SUDP,0,0,N,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.381123655,43.656277584,Disorderly Patron
2024-03-21,16:06:00,Thursday,St Clair,MUIR,8,11,N,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.393589409,43.68818861,Injured or ill Customer (On Train) - Medical Aid Refused
2024-03-21,16:10:00,Thursday,King,SUUT,35,38,N,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.378120778,43.649110941000004,Unauthorized at Track Level
2024-03-21,16:25:00,Thursday,Finch,SUO,0,0,NA,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.415772005,43.780682365,Passenger Other
2024-03-21,16:27:00,Thursday,Dundas,MUIRS,0,0,N,YU,Weekday,evening,Spring,0,0.1,-5.6,0,0,Yonge-University,1,-79.381123655,43.656277584,Injured or ill Customer (In Station) - Medical Aid Refused
2024-03-21,16:40:00,Thursday,Dundas West,MUSC,0,0,E,BD,Weekday,evening,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.452665671,43.657117263,Miscellaneous Speed Control
2024-03-21,16:43:00,Thursday,Sherbourne,SUDP,0,0,E,BD,Weekday,evening,Spring,0,0.1,-5.6,0,0,Bloor-Danforth,2,-79.377134499,43.672095117,Disorderly Patron
